Column1,리뷰,날짜,early_access 유무,"src(1= 긍정, 0 = 부정)"
359,"
세련되고 현대적으로 디자인 된 건반형 클래식 리듬게임

건반형 리듬게임 경험은 이 게임과 초등학생 때 했던 오투잼과 캔뮤직, 모바일의 디모, 보이즈, PS4 버전 디맥, 스팀의 탭소닉 볼드가 전부인지라 많은 이들이 경험해봤을 과거의 디맥, osu!, 혹은 아케이드 BIMANI 계열 게임들은 거의 모른다.


1. 게임플레이


PS4 기반 이식작이다 보니 패드 플레이에 최적화가 되어 있으며, 마우스를 지원하지 않는다. 다만 패드 최적화가 잘 된 만큼 키보드 조작감이 나쁘지 않고, 메뉴나 인터페이스가 큼직간결하게 이루어져 있어 원하는 페이지를 찾기 쉽다. 마우스 지원이 없어도 플레이하는 데 전혀 무리가 없을 정도. 하지만 약간 아쉽다.
하지만 문제는 패드 최적화에 비해 PC 편의성이 좀 떨어진다는 것인데, 그 대표적인 예가 곡 검색이 안된다는 것이다. 이름이 기억 나지 않는 곡이 있다면 리스트에서 직접 찾아야 하는데, 평가일 기준 300개가 좀 안되는 수준의 곡 속에서 이름 몇 자, 멜로디, 아트 커버 등으로 찾기는 힘들다. 다행히 곡의 머릿글자를 입력하면 해당 곡들로 이동하는 기능이 추가돼서 첫 글자라도 기억하고 있으면 심하게 어렵지는 않다.


리듬게임에서 가장 중요한 부분은 유저가 직접 악기를 연주하는 느낌을 받도록 하는 것이다(일부는 춤 or 노래). 이를 가장 극대화 한 게임이 나 같은 게임일 것이고, 느낌을 살리면서도 단순화를 적절히 한 게임이 일 것이다. 디제이맥스는 거의 모든 곡에 키음이 있어 버튼을 누르면 정해진 음이 나올 타이밍이 아니어도 음이 나온다. 건반 키보드를 누르는 듯한 느낌이 든다. 하지만 이름처럼 디제이가 되어 믹싱을 하듯 플레이하진 못한다.
해당 사항에서, 이 게임은 한동안 키음 지연 현상 때문에 악기를 연주한다는 체감이 덜했다. 20년 6월 중순 업데이트로 해당사항을 해결한 덕분에 출시 6개월만에 이제서야
---
난이도 자체는 곡마다 4/5/6/8 키, 노말/하드/맥시멈/SC 등급, 1~15 레벨로 나뉘어서 매우 넓은 폭을 제공해준다. 초보라도 게임을 플레이하기 어려워 못하겠다 말이 나오지는 않을 수준이다. 정확도를 판정하는 범위도 꽤 넉넉해 다른 게임에서는 분명히 놓쳤다! 생각되는 노트도 누르면 10%, 1%로 입력이 되는 경우가 종종 있다. 엄밀히 PS4 게임의 이식/확장판이기 때문에 몇몇 곡들을 제외하면 SC 미만의 난이도에서는 패턴의 복잡도가 낮아 쉽게 익숙해 질 수 있다.
문제는 넉넉한 판정과 단순한 패턴이 높은 난이도의 곡을 원하는 사람들에게 잘 맞지 않는다는 것이다. bimani 시리즈 등의 아케이드 패턴이나 bms, osu!mania의 발광, 유저커스텀 패턴을 플레이하던 리듬게임 고수들에게 이 게임은 영 심심하다는 평가를 자주 받는다. 그래서인지 몰라도 최근 나오는 SC 패턴은 꽤 복잡한 패턴을 보여주는 경우가 많고, 라인을 뒤섞는 랜덤 이펙트도 업데이트했다.
---
스팀 도전과제나 인게임 업적은 노가다성이 좀 있다. 특히 인게임 업적은 모두 달성한다는 생각은 접어 두고 플레이하는게 마음이 편하다. 스팀 도전과제 중 반수 정도는 실력이 없으면 깨지 못하는 종류라 스팀 도전과제 컬렉터는 고민해볼 필요가 있다.


일반 와 경쟁 가 있다.
---
래더는 유저 수가 아직 충분하지 못하기 때문에(평가일 기준 최대 동접자 1.2천명 수준) 자신에 맞는 실력의 상대방이 매칭될거라 기대하는 건 무리가 있다. 최대 동접자 수가 상시 2천명 정도 되면 래더가 할만해 질 듯 한데, 아직까지는 무리가 있다. 평가하는 지금도 1.2천명 중 반은 이번 할인으로 유입된 신규 유저라 래더에 영향은 적은 편. 여름세일 기간이 끝나고 한 달 정도 지나는 동안 어찌 되는지 지켜봐야 한다.
동접자 수가 늘어난다고 해도 문제는 남아 있는데, 개발자가 상정한 등급 내 유저 실력과 실제 유저 실력의 괴리가 엄청나다는 것이다. 래더에 사람이 없는 것을 보충하기 위해 아이언~골드 등급까지 봇매칭을 지원하는데, 이 봇의 실력이 너무 낮아 쉽게 승급한다는 문제가 있다. 같은 골드 유저들이라도 실력 차이가 크게 나는 이유이기도 하다.
이러한 문제는 플래티넘 티어로 올라가면 더욱 크게 다가오는데, 쉬운 봇전은 골드->플래티넘 승급전까지만 지원하니 승급 이후에는 무조건 유저랑 만나게 된다. 낮은 유저수로 봇만 만나다 플래티넘 현지인을 만나게 되면 쉽게 패배하는데, 이런 문제 때문에 사람들이 플래티넘 승급 후 주차하고 래더를 안하게 되어 안 그래도 없는 동접자가 래더로 오지 않게 한다. 플래티넘 등급에서 유저가 정체되어 버리는 건 래더 개편 전 배치고사 없을 때의 래더와 같다. 배치고사의 의미가 퇴색되는 것이다.
어쩌면 래더 활성화를 위해 가장 먼저 수정해야 했을 봇 난이도를 래더 오픈 3개월동안 프리시즌이라며 방관만 하고 있어 문제가 크다. 정규 시즌이 언제 열릴지 알 수 없지만 이 문제는 봇 난이도를 끌어 올리거나, 혹은 탭소닉 시리즈처럼 유저 고스트를 대신 넣어 등급의 안정성을 높여야 할 것이다.
---
오픈 매치는 2~7인의 유저가 모여 자유롭게 대결하는 매치인데, 등급도 보상도 없어 친목 정도의 용도로만 사용되고 있다. 그나마 도전과제로 같은 미션을 넣어 오픈 매치 활성화를 꾀하고 있지만, 결국 친구들끼리 모여서 플레이하거나 도전과제 달성용 방이 아니면 빈 방을 찾기 힘든, 다 잠긴 방으로 뒤덮인 모습을 자주 보인다. 오픈 매치를 활성화 하기 위해서는 어떤 경쟁요소나 오픈 매치용 보상이 있어야 할 텐데, 꾸미기 요소가 별로 없는 디맥으로써는 구현하기 힘든 부분일 것이다.
친구들끼리 만나서 플레이한다면 그 동안 클리어하지 못했던 어려운 곡을 선택해서 플레이해보는 것도 좋다. 프리스타일 모드와는 다르게 체력이 다 되어도 죽지 않고 끝까지 진행되어 클리어 한 걸로 되기 때문이다. 이 기록은 오픈 매치 밖에서도 유지되어서 자신의 실력을 가늠해 볼 수 있는 척도가 되어준다.


아마도 on air 음악 라디오를 모티브로 해서 만든 듯 3개의 채널에서 쉬움/보통/어려움 수준으로 음악을 틀어주고, 음악에 대한 코멘트도 달면서 소통을 할 수 있다는데... 사실 실시간도 아니고, 코멘트도 일정 기간동안 입력된 코멘트를 저장해서 입력된 시간에 틀어주는 것일 뿐이다. 런칭 초기에는 라는 말이 수도 없이 나오며 사람들마다 , 하면서 투닥거리는 모습을 많이 볼 수 있었다.
AIR 모드의 현주소는 신규 유저가 곡 해금을 위해 1레벨에서 99레벨까지 성장하는 데 필요한 경험치를 파밍하는 방치형 게임 수준이 되어버려 거의 버려진 상태나 다름없다. v 익스 DLC 낼 때까지만 해도 AIR 모드 도전과제를 만들었지만, 이후로는 만들지 않는 것을 보면 제작진들도 고민이 많아 보인다.
한 가지 순기능은 오픈 매치 처럼 체력때문에 게임오버 당하지 않기 때문에 정말 초보라면 게임오버 걱정 없이 연습할 수 있는 환경을 제공해 준다는 것. 얼마나 많은 사람이 이용할지는 모르겠지만...



그래픽은 2D 게임이다 보니 결국은 아트와 디자인으로 설명해야 할 것으로 보인다.
기본 테마의 아트는 외곽선과 그라데이션을 절제한 파스텔 풍의 셀 애니메이션 느낌이 나는데, 외곽선과 채도 차이를 제외하면 glory day/black cat의 아트를 기반으로 만든 것으로 보인다. 덕분에, 개인차이긴 하지만, 좀 촌스럽다고 느껴지던 그라데이션 메탈 질감에서 벗어나 좀 더 세련되고 모던한 느낌을 받았다. 혹은 더 오타쿠 스러워졌다고 해야 할까... 다만 과거 포터블 시리즈처럼 메탈 질감을 원하는 유저들은 본편/DLC와 함께 제공되는 테마로 변경해서 사용하면 된다.
플레이하면서 가장 자주 볼 노트/기어 역시 본편/DLC로 제공되는데, 그 수는 많지 않다. 하지만 노트 이펙트, 기어 애니메이션 등을 개별 제공해주고 있어 특색있다. 다만 몇몇 노트는 노트 이펙트가 너무 화려하거나 커서 후속노트를 가려버리기도 하고, 또 몇몇 기어는 기어의 개성을 살린답시고 한 디자인에 기어가 표시해야 할 정보가 없는 등 조금씩 문제가 있다. 노트 이펙트는 옵션으로 활성/비활성이 불가능하기 때문에 취향껏 고르더라도 한 번 더 고민을 하게 만든다.
---
각 곡에 함께 제공되는 BGA는 비주얼 아티스트 차이가 있기는 하지만 전체적으로 곡과 어울린다. 이게 긍정적이기만 한 것은 아닌데, 곡과 매우 어울려서 곡의 인기를 끌어올리는 경우가 있는 반면, 어울리기는 한데 임팩트가 없거나 너무 과해서 곡이 거부감이 드는 경우도 있다. 또한 옛날 곡으로 갈수록 BGA가 심심해져 취향이 갈리는 경우도 있다.
BGA는 4단계 밝기조절이 가능하고, 아예 끌 수도 있다. 끌 경우 비디오 디코딩에 필요한 자원을 아낄 수 있어 PC 사양이 부족한 경우 효과가 좋다. 사실 그래픽카드의 비디오 디코더를 제대로 활용하면 더 나은 최적화가 되었겠지만 그래픽카드의 3D 코어를 사용해 디코딩을 하기 때문에 최적화가 썩 좋지 못하다.




---
PC에서 건반 게임에 입문하고자 한다면 디맥만큼 좋은게 또 있을까. 그야말로 대중성과 마니아성의 사이에 절묘하게 위치한 웰메이드 리듬게임. 아트도 훌륭하고 노래도 훌륭한데 곡도 많고, 난이도의 폭도 넓다. 앞으로 확정적으로 약 100개의 곡이 기다리고 있기도 하다. 얼마 전에는 신곡 설문조사도 했었고, 더 많은 콜라보레이션이 준비중이라고 하기도 했다. 훌륭한 경쟁작이 생기지 않는다면 앞으로 몇 년간은 디맥의 독주체제가 예상된다.
---
곡의 개수가 모든 DLC를 포함하면 현재 300개가 좀 안되는 양이고, 각각 8~16개의 패턴이 있어 준비되어 있는 채보 자체는 몇 천개는 가뿐히 있을 것으로 보인다. 하지만 호불호에 따라, 자주 하는 키에 따라, 실력에 따라 안하는 채보가 늘기 때문에 실질적으로는 몇 백의 채보에서 플레이한다고 할 수 있다. 그렇기 때문에 많은 사람들이 게임의 가격이 비싸다고 느끼는데, 리듬게임의 어쩔 수 없는 태생적 한계라고 할 수밖에 없겠다.
하지만 아케이드쪽 경험이 많은 사람들은 단위 시간당 플레이 횟수가 많을수록 아케이드에 비해 비용이 크게 낮아진다는 걸 알아 크게 문제삼지 않는 모습도 보여주고, 흔히들 곡당 가격이라 부르는 것도 다른 PC, 모바일 게임의 곡당 가격과 비슷하거나 더 낮은 경우가 많기 때문에 그 쪽으로 납득하는 사람들도 많다.
---
개발/배급이 네오위즈라는 것도 불안한 점으로 다가올 수 있다. 리듬게임 파이를 키워보겠다고 MUCA라는 브랜드를 만들어 디제이맥스 시리즈와 탭소닉 시리즈를 발매했는데, 성적이 저조한 것들을 오프라인 모드도 남기지 않고 다 서비스 종료를 해 버렸다. 지금 온라인에서 플레이 가능한 게임은 PS4, PC 디맥, 탭소닉 탑, 탭소닉 볼드, 탭소닉 월드 챔피언십이 전부이고, 그마저도 탭소닉 볼드는 개발팀이 와해되었으며, 탭소닉 월드 챔피언십은 몇년간 업데이트가 없다. PS4 디맥도 업데이트가 밀리고 있어 플스 유저들이 불안해 하고 있다. 디맥 시리즈가 시초인 이동식 판정선 리듬게임도 테크니카 Q의 서비스 종료를 끝으로 MUCA 브랜드에서는 더 이상 찾아볼 수 없어 비슷한 방식인 사이터스를 플레이해야 한다. 그나마 돈 되는 게임은 잘 살리고 있으니 안심하고 싶지만서도 게임이 언제까지고 잘 나갈 수는 없는 것이기에 걱정이 앞서게 된다.

★★★★★",2020-07-09,0,1
360,"
고이고 썩은게임",2022-10-02,0,1
361,"
유일하게 pc 리듬게임으로 플레이하고 있는 디맥!
리듬게임답게 기본적인 재미는 충분하고 BGA도 있어서 게임할때 눈이 즐겁고 피곤합니다!
pc 리듬게임 찾으시던 분이라면 꼭 해보시길 추천드려요!
(특히 osu 마니아 하시는분들..)",2021-02-02,0,1
362,"Posted: February 2
어.,.... 리겜 처음이시다고요?
그러면 디맥 츄라이 츄라이",,0,1
363,"
세일 때 마다 DLC하나씩 컬렉션 가능",2020-11-20,0,1
364,"Posted: March 22
왜케 어려워 씨발",,0,1
365,"
시작할거면 6키로 시작하셈

4키하다가 6키하면 정신나갈거같음

뇌가 노트처리를 못함",2020-09-11,0,1
366,"
라이트,헤비 유저 가릴것 없이 할 만한거 다 있음 ㄱ",2021-02-12,0,1
367,"

스트리머는 전곡 해금해주고 일반 유저는 개 노가다하면서 곡 해금해야하고 장난치냐? 왜 똑같은 값을 내고 차별을 두냐?",2019-12-24,1,0
368,"
재미있음",2020-12-27,0,1
369,"
박치지만 리겜을 잘하고 싶다",2022-06-20,0,1
370,"
재미는 있음 게임이나 dlc 세일할때 사는걸 추천 비싸다
근데 래더가 개 ㅂㅅ임 골드랑 다이아랑 붙게 해줘 대가리 ㅈㄴ 깨졌어",2020-11-23,0,1
371,"
디맥께서 PC판으로 강림하셨는데 만점인게 당연하잖아?",2020-12-22,0,1
372,"

싱크 문제나 잡다한 버그 대부분 고쳐져서 좋음",2020-02-11,1,1
373,"

♥같은 사이드노트^^ 이것 빼곤 다 좋아요.",2020-01-07,1,1
374,"

PC 유저와 패드유저 두마리 토끼를 잡으려다 어중간해진 게임",2019-12-24,1,0
375,"
소리 줄이기좀 만들어주세요 제발귀아파요",2020-09-30,0,1
376,"
세일 할때 DLC 사세욥",2022-03-22,0,1
377,"
V EXTENSION II 가 나온 이후로 망겜이 되어가는 기분?
최적화는 개판에 아무리 좋은 컴으로 돌려도 오디오 이슈는 계속 일어나고 프레임드랍에 이상한 오류들까지..
오디오버퍼 최대로 늘려놔도 중간에 기계음 섞이다가 노트보다 노래가 느려지면 어쩌잔거죠;;
싱크가 하나도 안맞아요
현재 RTX3070 라이젠5800X 쓰는중인데도 렉이나 다른게 엄청 심해요. 메모리도 넘쳐나고요.
패치노트에는 별 시덥잖은 것들만 올라오고, 요즘 많이 실망하는중
애정으로 DLC까지 다산 흑우인데..",2022-03-01,0,0
378,"
새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!! 새끼...합격!!!",2022-04-13,0,1
379,"
어느새 플레이한지 1년 4개월이 다되어갑니다. 처음으로 접한 PC 리듬게임이어서 폰으로 리겜 하던거랑 많이 달라 많이 쩔쩔맸지만 지금은 4,5키 SC들을 계속 플레이해보는 시점까지 오게되었네요..

리듬게임 입문용으로는 가장 베스트라고 할 수 있을것 같습니다.
4키 10렙도 94% 나오면서 깨라고 만든건가 싶었지만 연습, 또 연습하다보니 어느새 첫 맥콤도 하게되어있고, 더 높은 레벨에도 맛보는 자신을 볼 수 있을겁니다.
저도 아직까지는 6키,8키는 사람이 깨라고 만든 키인가 싶지만(6키는 연습중) 또 시간이 흐르면 치고있을 것 같은 느낌이 드네요~

지금 하고계신 적응중인 분들에게 화이팅!
구매를 고민중이신 분들은 세일때 원하는 DLC랑 끼워서 사시는걸 추천드립니다.",2022-02-09,0,1
380,"
개 ㅄ게임",2021-05-20,0,0
381,"
세일 기간에 전DLC를 다산 미친놈

""그게 나""",2022-05-03,0,1
382,"
이거하려고 얼불춤 접었다",2022-01-18,0,1
383,"
리겜 좋아한다면 국산 리겜 하나쯤은 해도 좋을 듯",2021-07-12,0,1
384,"
:)",2021-04-23,0,1
385,"
렙665되도록해본결과

갓겜임

아무튼갓겜",2021-04-03,0,1
386,"
래더개편갓겜",2021-01-02,0,1
387,"
유저 병신으로 아는 개발자들이 만든 게임인... 줄 알았으나...

바로 사과하고 발전의 여지가 있는 게임.

그래도 일단 칼들고 기다리겠읍니다",2020-11-27,0,1
388,"
개꿀잼인데 개비쌈",2020-09-29,0,1
389,"
제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요제발 DLC는 할인할때 사세요",2022-09-17,0,1
